Category ID	Category Name	Number	Name
61	Pirates / Pirates II	pi131	Pirate Green / White Stripes, Black Legs, Blue Bandana, White Teeth with Gold Tooth
61	Pirates / Pirates II	pi132	Pirate Green / White Stripes, Blue Legs, Dark Green Bandana
61	Pirates / Pirates II	pi133	Pirate Green / White Stripes, Reddish Brown Legs, Blue Bandana
61	Pirates / Pirates II	pi134	Pirate Green / White Stripes, Reddish Brown Legs, Red Bandana
67	Town / City	cty0177	Plaid Button Shirt, Blue Legs, Dark Brown Short Tousled Hair, Lopsided Grin with Teeth
67	Town / City	cty0178	Overalls Blue over V-Neck Shirt, Blue Legs, Red Short Bill Cap, Glasses
9	Castle / Kingdoms	cas461	Kingdoms - Dragon Knight Quarters, Helmet with Neck Protector, Moustache and Stubble
747	World Racers	wr008	Team X-treme Daredevil 2 (DEX-treme) - Standard Helmet
747	World Racers	wr009	Backyard Blaster 1 (Bart Blaster) - Standard Helmet, No Visor
9	Castle / Kingdoms	cas462	Kingdoms - Dragon Knight Armor with Chain, Helmet Closed, Bared Teeth
9	Castle / Kingdoms	cas463	Kingdoms - Dragon Knight Scale Mail with Chain and Belt, Helmet with Neck Protector, Open Grin
9	Castle / Kingdoms	cas464	Kingdoms - Dragon Knight Quarters, Helmet Closed, Cape, Vertical Cheek Lines
9	Castle / Kingdoms	cas465	Kingdoms - Dragon Knight Quarters, Helmet with Broad Brim, Vertical Cheek Lines
9	Castle / Dragon Knights	cas017a	Dragon Knights - Knight 2, Black Legs with Red Hips, Black Dragon Helmet, Red Plumes
34	Space / Space Police III	sp119	Space Police 3 Officer 15
65	Star Wars / Star Wars Episode 4/5/6	sw0029a	Astromech Droid, R5-D4 - Dome Head with Long Red Stripes
67	Town / City	cty0179	Sweater Cropped with Bow, Heart Necklace, Tan Legs, Reddish Brown Hair Female Ponytail, Brown Eyebrows, Thin Grin
67	Town / City	twn108	Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Reddish Brown Male Hair
67	Town / City	cty0180	Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Dark Orange Short Tousled Hair, Brown Eyebrows, Backpack
124	Train	trn223	Dark Blue Suit with Train Logo, Black Legs, Black Hat, Beard and Glasses
9	Castle / Kingdoms	cas466	Kingdoms - Dragon Knight Quarters, Helmet with Broad Brim, Vertical Cheek Lines, Quiver
65	Star Wars / Star Wars The Clone Wars	sw0286	Clone Trooper (Phase 1) - Black Visor and Pauldron, Large Eyes
65	Star Wars / Star Wars The Clone Wars	sw0200a	Clone Trooper (Phase 1) - Black Rangefinder, Large Eyes
167	DUPLO	85363pb002	Duplo Figure Lego Ville, Baby, Blue and Medium Blue Romper with Stripes and Yellow Duck Pattern
167	DUPLO	47394pb131	Duplo Figure Lego Ville, Male, Blue Swim Trunks, White Top with Green '51', Reddish Brown Hair
167	DUPLO	47394pb132	Duplo Figure Lego Ville, Female, Red Swimsuit with Yellow Bow, Black Hair
36	Technic	tech002s	Technic Figure Blue Legs, Black Top with Zippered Wetsuit for Diver, Knife, and 'DIVING' Pattern (Stickers)
67	Town / City	cty0181	Dark Pink Vest and Heart Necklace, White Legs, Dark Brown Hair Ponytail Long French Braided
747	World Racers	wr010	Backyard Blaster 2 (Bubba Blaster) - Standard Helmet
747	World Racers	wr011	Team X-treme Daredevil 3 (MAX-treme) - Dirtbike Helmet
747	World Racers	wr012	Crew Member 1
747	World Racers	wr013	Crew Member 2
747	World Racers	wr014	Crew Member 3
747	World Racers	wr015	Official 2
747	World Racers	wr016	Official 3
747	World Racers	wr017	Backyard Blaster 2 (Bubba Blaster) - Spiked Helmet
747	World Racers	wr018	Backyard Blaster 3 (Billy Bob Blaster) - Spiked Helmet
747	World Racers	wr019	Team X-treme Daredevil 2 (DEX-treme) - Wrap Helmet
747	World Racers	wr020	Team X-treme Daredevil 3 (MAX-treme) - Wrap Helmet
747	World Racers	wr021	Team X-treme Daredevil 3 (MAX-treme) - Standard Helmet
747	World Racers	wr022	Team X-treme Daredevil 1 (REX-treme) - Standard Helmet
747	World Racers	wr023	Backyard Blaster 1 (Bart Blaster) - Standard Helmet, Trans-Red Visor
747	World Racers	wr024	Backyard Blaster 3 (Billy Bob Blaster) - Standard Helmet
124	Train	trn224	Orange Vest with Safety Stripes - Orange Legs, Red Construction Helmet, Beard and Glasses
124	Train	trn225	Orange Vest with Safety Stripes - Blue Legs, Silver Glasses, Red Construction Helmet
124	Train	trn226	Orange Vest with Safety Stripes - Blue Legs, Gray Frame Glasses, Red Construction Helmet
124	Train	trn227	Overalls with Tools in Pocket, Blue Legs, Red Short Bill Cap, Glasses with Brown Thin Eyebrows
124	Train	trn228	Overalls Blue over V-Neck Shirt, Blue Legs, Blue Hat, Brown Beard Rounded - Cargo Train Driver
67	Town	sp122	Shuttle Ground Crew Member
67	Town	sp120	Shuttle Astronaut - Female
67	Town	sp121	Shuttle Astronaut - Male
179	Racers / Ferrari	rac045	F1 Ferrari Engineer - without Torso Sticker
65	Star Wars / Star Wars Episode 4/5/6	sw0290	Han Solo, Reddish Brown Legs with Holster Pattern, Open Jacket
67	Town / City	cty0182	Shirt with Female Rainbow Stars Pattern, White Legs, Black Bob Cut Hair
67	Town / City	twn109	Sunset and Palm Trees - Dark Blue Legs, Reddish Brown Male Hair
124	Train	trn148	Dark Blue Suit with Train Logo, Dark Bluish Gray Legs, Dark Red Hat, Beard and Glasses
67	Town / City	cty0184	Child - Boy, White Hoodie with Medium Blue Pocket, Light Bluish Gray Short Legs, Red Cap
67	Town / City	cty0185	Dark Bluish Gray Jacket with Magenta Scarf, Blue Legs, Reddish Brown Female Hair over Shoulder
167	DUPLO	47394pb136	Duplo Figure Lego Ville, Male, Black Legs, White Top, Tan Arms, Blue Baseball Cap, LEGO Logo on Front - Lego Factory Hungary Promotional
157	Time Cruisers / Twisters	tim007	Time Cruisers - Droid/Robot
65	Star Wars / Star Wars The Clone Wars	sw0287	Shahan Alama
65	Star Wars / Star Wars The Clone Wars	sw0288	Senate Commando Captain - Plain Legs, Large Eyes
746	Collectible Minifigures / Series  2 Minifigures	col027	Pop Star, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col030	Karate Master, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col018	Spartan Warrior, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col026	Weightlifter, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col032	Pharaoh, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col025	Mime, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col021	Vampire, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col020	Witch, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col031	Surfer, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col017	Mariachi / Maraca Man, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col024	Lifeguard, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col029	Disco Dude, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col019	Circus Ringmaster, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col023	Explorer, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col022	Traffic Cop, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  2 Minifigures	col028	Skier, Series 2 (Minifigure Only without Stand and Accessories)
67	Town / City	cty0186	Black Vest with Blue Striped Tie, Black Legs, White Arms, Black Male Hair (Bus Driver)
67	Town / City	cty0187	Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Reddish Brown Female Hair over Shoulder
67	Town / City	cty0188	Overalls with Safety Stripe Orange, Orange Legs, Red Short Bill Cap, Open Grin
67	Town / City	cty0189	Suit Black, Black Police Hat, Brown Beard Rounded - Tram Driver
67	Town / City	cty0190	White Hoodie with Medium Blue Pocket, Blue Legs, Dark Brown Mid-Length Tousled Hair
67	Town / City	cty0191	Green V-Neck Sweater, Dark Blue Legs, Dark Brown Short Tousled Hair, Glasses
1166	Games	85863pb010b	Microfigure Ramses Pyramid King Ramses (4560463)
733	Atlantis	atl002a	Atlantis Diver 2 - Bobby
1166	Games	85863pb029	Microfigure Orient Bazaar White (4594147)
1166	Games	85863pb030	Microfigure Orient Bazaar Merchant Red (4594143)
1166	Games	85863pb031	Microfigure Orient Bazaar Merchant Blue (4594144)
1166	Games	85863pb032	Microfigure Orient Bazaar Merchant Yellow (4594136)
1166	Games	85863pb033	Microfigure Orient Bazaar Merchant Orange (4594142)
390	Holiday & Event	gen033	Birthday Party Minifigure
1166	Games / Harry Potter	85863pb034	Microfigure Hogwarts Albus Dumbledore (4594560 / 6023465)
1166	Games / Harry Potter	85863pb035	Microfigure Hogwarts Draco Malfoy (4594646)
1166	Games / Harry Potter	85863pb036	Microfigure Hogwarts Hermione Granger (4594642)
1166	Games / Harry Potter	85863pb037	Microfigure Hogwarts Ron Weasley (4594614)
1166	Games / Harry Potter	85863pb038	Microfigure Hogwarts Harry Potter (4594561)
67	Town / City	twn112	Child - Boy, White Hoodie with Medium Blue Pocket, Light Bluish Gray Short Legs, Dark Orange Tousled Hair, Freckles
67	Town / City	twn110	Shirt with Female Rainbow Stars Pattern, Green Legs, Black Bob Cut Hair
67	Town / City	twn111	Red Shirt with 3 Silver Logos, Dark Blue Arms, White Legs, Black Short Tousled Hair
1166	Games / Harry Potter	85863pb039	Microfigure Hogwarts Gryffindor House Player (4594471)
1166	Games / Harry Potter	85863pb040	Microfigure Hogwarts Slytherin House Player (4594473)
1166	Games / Harry Potter	85863pb041	Microfigure Hogwarts Ravenclaw House Player (4594558)
1166	Games / Harry Potter	85863pb042	Microfigure Hogwarts Hufflepuff House Player (4594481)
167	DUPLO / Dolls	61295pb01	Duplo Figure Doll, Large, without Clothes, Black Male Hair, Dark Orange Body (6078088)
167	DUPLO / Dolls	61295pb02	Duplo Figure Doll, Large, without Clothes, Reddish Brown Male Hair, Nougat Body (6078089)
167	DUPLO / Dolls	61295pb03	Duplo Figure Doll, Large, without Clothes, Black Coiled Hair, Reddish Brown Body (6078081)
167	DUPLO / DUPLO, Town / Traffic	47394pb133	Duplo Figure Lego Ville, Male, Orange Legs, Nougat Hands, Orange Top with Recycle Logo, Black Hair, Brown Eyes
167	DUPLO / DUPLO, Town / Traffic	47394pb134	Duplo Figure Lego Ville, Male, Orange Legs, Orange Hands, Orange Top with Recycle Logo, Black Hair, Blue Eyes
167	DUPLO / DUPLO, Town / Fire	47394pb135	Duplo Figure Lego Ville, Male Fireman, Black Legs, Light Gray Arms, Nougat Hands, White Helmet, Light Gray Moustache
390	Holiday & Event / Christmas	hol009	Santa, Red Legs
390	Holiday & Event / Christmas	hol010	Santa, Yellow Legs with Black Hips, Yellow Torso
67	Town / City	twn113	Classic Space Minifigure Floating Pattern, Dark Bluish Gray Legs, Sports Helmet
67	Town / City	twn114	Shirt with Female Rainbow Stars Pattern, Orange Legs, Black Ponytail Hair
67	Town / City	twn115	Overalls Farmer Green, Red Short Bill Cap
67	Town / City / Post Office	post009	Post Office White Envelope and Stripe, Red Legs, Reddish Brown Female Hair Mid-Length
67	Town / City	twn117	Sweater Cropped with Bow, Heart Necklace, White Legs, Dark Red Hair Ponytail Long with Side Bangs
67	Town / City	twn118	Sunset and Palm Trees - Male, Red Legs, Lime Short Bill Cap, Thin Grin
67	Town / City	pln166	Plain Blue Torso with White Arms, White Legs, Dark Brown Short Tousled Hair
67	Town / City	chef020	Chef - White Torso with 8 Buttons, White Legs, Female
9	Castle / Kingdoms	cas467	Kingdoms - Blacksmith with Brown Beard
9	Castle / Kingdoms	cas468	Kingdoms - Dragon Knight Scale Mail with Chains, Helmet Closed, Gray Beard
9	Castle / Kingdoms	cas469	Kingdoms - Queen with Black Hair
9	Castle / Kingdoms	cas470	Kingdoms - Prince
9	Castle / Kingdoms	cas471	Kingdoms - Barmaid
9	Castle / Kingdoms	cas472	Kingdoms - Lion Knight Scale Mail with Chest Strap and Belt, Helmet with Neck Protector, Quiver, Smirk
9	Castle / Kingdoms	cas473	Kingdoms - Blue Wizard
167	DUPLO / DUPLO, Town / Police	4555pb266	Duplo Figure, Male Police, Blue Legs, Black Top with Gold Badge, Black Hat, Turned Down Nose and Elliptical Eyes
65	Star Wars / Star Wars The Clone Wars	sw0244a	Senate Commando - Plain Legs, Plain Light Nougat Head
65	Star Wars / Star Wars Episode 4/5/6	sw0289	General Maximillian Veers - Chest Armor, Light Bluish Gray Helmet
65	Star Wars / Star Wars Episode 4/5/6	sw0294	Imperial Pilot (Cap)
65	Star Wars / Star Wars Episode 4/5/6	sw0291	Hoth Rebel Trooper (Black Chin Dimple)
65	Star Wars / Star Wars Episode 4/5/6	sw0292	Luke Skywalker (Jedi Knight, Pupils)
65	Star Wars / Star Wars Episode 4/5/6	sw0293	Imperial Officer (Captain / Commandant / Commander) - Cavalry Kepi, Smirk
65	Star Wars / Star Wars Episode 4/5/6	sw0295	Luke Skywalker - Pilot Suit, Detailed Torso and Helmet
179	Racers / Ferrari	rac046	F1 Ferrari Pit Crew Member with Scuba Tank - without Torso Stickers
747	World Racers	wr025	Backyard Blaster 1 (Bart Blaster) - Aviator Cap
734	Prince of Persia	pop017	Dastan
67	Town / City	cty0192	Child - Boy, White Hoodie with Medium Blue Pocket, Blue Short Legs, Red Cap, Freckles
67	Town / City	cty0193	Sweater Cropped with Bow, Heart Necklace, Dark Blue Short Legs, Black Female Hair Ponytail
67	Town / City	cty0194	Green V-Neck Sweater, Light Bluish Gray Legs, Dark Brown Tousled Hair
67	Town / City	cty0195	Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Black Female Hair
65	Star Wars / Star Wars Episode 4/5/6	sw0088a	Han Solo - Light Nougat, Reddish Brown Legs with Holster (2010)
746	Collectible Minifigures / Series  3 Minifigures	col033	Hula Dancer, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col034	Tribal Chief, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col035	Samurai Warrior, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col036	Pilot, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col037	Fisherman, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col038	Space Villain, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col039	Snowboarder, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col040	Race Car Driver, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col041	Rapper, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col042	Elf, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col043	Sumo Wrestler, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col044	Space Alien, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col045	Mummy, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col046	Tennis Player, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col047	Baseball Player, Series 3 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  3 Minifigures	col048	Gorilla Suit Guy, Series 3 (Minifigure Only without Stand and Accessories)
227	Harry Potter / Half-Blood Prince	hp087	Harry Potter - Dark Blue Open Jacket with Stripe, Black Legs
227	Harry Potter / Half-Blood Prince	hp088	Molly Weasley - Medium Nougat Legs
227	Harry Potter / Half-Blood Prince	hp089	Arthur Weasley - Sand Green Open Jacket, Light Bluish Gray Legs
227	Harry Potter / Half-Blood Prince	hp090	Ginny Weasley - Light Bluish Gray Knitwear, Dark Red Legs with Pockets Pattern
227	Harry Potter / Half-Blood Prince	hp091	Fenrir Greyback - Dark Brown Hair
227	Harry Potter / Half-Blood Prince	hp092	Bellatrix Lestrange - Printed Black Dress
227	Harry Potter	hp093	Professor Minerva McGonagall - Dark Green Robe and Cape
227	Harry Potter	hp098	Lord Voldemort - White Head, Black Cape, Dark Green Robe Lines
227	Harry Potter	hp100	Professor Severus Snape - Light Nougat Head, Brown Facial Lines
227	Harry Potter	hp096	Professor Filius Flitwick - Black Jacket
227	Harry Potter	hp097	Argus Filch - Light Bluish Gray Long Hair
227	Harry Potter	hp099	Albus Dumbledore - Sand Blue Outfit with Silver Embroidery
227	Harry Potter	hp095	Hermione Granger - Gryffindor Stripe and Shield Torso, Black Legs
227	Harry Potter	hp094	Harry Potter - Gryffindor Stripe and Shield Torso, Black Legs
227	Harry Potter	hp101	Dementor - Black Cloak and Hood
67	Town / Classic Town	twn019s2	Patron - Black Suit with Red Tie (Torso Sticker), Black Legs, Black Cowboy Hat
227	Harry Potter	hp102	Statue - Gryffindor Knight
227	Harry Potter	hp103	Luna Lovegood - Dark Pink Jacket, Ponytail
167	DUPLO	47394pb011b	Duplo Figure Lego Ville, Male, Tan Legs, Blue Top with Tan Overalls Bib, Glasses, Light Bluish Gray Hair
227	Harry Potter	hp104	Lucius Malfoy - Black Robe, Tan Hair
227	Harry Potter / Chamber of Secrets	hp105	Dobby (Elf) - Light Nougat
167	DUPLO	47394pb011a	Duplo Figure Lego Ville, Male, Tan Legs, Blue Top with White Overalls Bib, Light Bluish Gray Hair (4213808)
227	Harry Potter	hp106	Madam Rolanda Hooch - Black Outfit, Light Nougat Head, Starched Cape
227	Harry Potter	hp107	Marcus Flint - Dark Green and White Quidditch Uniform
227	Harry Potter	hp108	Draco Malfoy - Dark Green and White Quidditch Uniform
227	Harry Potter	hp109	Oliver Wood - Dark Red Quidditch Uniform
227	Harry Potter	hp110	Harry Potter - Dark Red Quidditch Uniform with Cape, White Legs
976	LEGO Brand	gen034	LEGO Fan Weekend 2010 Minifigure
227	Harry Potter	hp111	Rubeus Hagrid - Dark Brown Topcoat with Buttons (Light Nougat Version with Movable Hands)
227	Harry Potter	hp112	Ron Weasley - Gryffindor Stripe and Shield Torso, Black Legs
755	Universe	gen030	LEGO Universe Nexus Astronaut
227	Harry Potter	hp113	Ron Weasley - Red Tartan Sweater, Black Legs
227	Harry Potter	hp114	Ginny Weasley - Gryffindor Stripe and Shield Torso, Black Legs
227	Harry Potter	hp115	Draco Malfoy - Slytherin Stripe and Shield Torso, Black Legs
227	Harry Potter	hp116	Harry Potter - Dark Blue Open Jacket with Stripe, Dark Bluish Gray Legs
67	Town	twn119	Dark Bluish Gray Jacket with Magenta Scarf, Blue Legs, Bright Light Yellow Female Hair Mid-Length
67	Town / City	twn120	Chef - White Torso with 8 Buttons, Light Bluish Gray Legs, Gray Beard
67	Town	twn121	Sweater Cropped with Bow, Heart Necklace, Red Skirt, Reddish Brown Female Hair over Shoulder, Small Eylashes and Wide Smile
67	Town	twn122	Plain Black Torso with Black Arms, Tan Short Legs, Black Male Hair
67	Town	twn123	Overalls with Safety Stripe Orange, Black Legs, Dark Bluish Gray Knit Cap, Brown Eyebrows, Thin Grin
67	Town	twn124	Blue Jacket with Pockets and Orange Stripes, Dark Blue Legs, Black Hat
67	Town	twn125	Plaid Button Shirt, Blue Short Legs, Dark Blue Hood, Lopsided Smile with Dimple
1166	Games	85863pb043	Microfigure Meteor Strike Astronaut Red (4594199)
1166	Games	85863pb044	Microfigure Meteor Strike Astronaut Blue (4594198)
1166	Games	85863pb045	Microfigure Atlantis Treasure King Trident (4594202)
573	SpongeBob SquarePants	bob024s	Plankton with Sticker
747	World Racers	wr026	Team X-treme Daredevil 1 (REX-treme) - Sports Helmet, Plain White Legs
9	Castle / Kingdoms	cas474	Kingdoms - Lion Knight Quarters, Helmet with Broad Brim, Quiver, Open Grin
65	Star Wars / Star Wars Episode 4/5/6	sw0253a	Han Solo - Light Nougat, Parka Hood, Tan Legs with Holster (2010)
277	LEGOLAND	old009a	LEGOLAND - Black Torso, Black Legs, White Hat, White Belt
67	Town / City / Police	cty0197	Police - City Leather Jacket with Gold Badge, White Short Bill Cap, Silver Sunglasses, Life Jacket
67	Town / City	cty0196	Red Shirt with 3 Silver Logos, Dark Blue Arms, Blue Legs, Blue Helmet, Orange Sunglasses
67	Town / City / Police	cty0198	Police - City Leather Jacket with Gold Badge, White Short Bill Cap, Vertical Cheek Lines
757	Pharaoh's Quest	pha001	Jake Raines - Aviator Jacket, Aviator Cap
757	Pharaoh's Quest	pha002	Professor Archibald Hale
757	Pharaoh's Quest	pha003	Mummy Warrior 1
757	Pharaoh's Quest	pha004	Mac McCloud - Kepi
757	Pharaoh's Quest	pha005	Flying Mummy
746	Collectible Minifigures / Series  4 Minifigures	col055	The Monster, Series 4 (Minifigure Only without Stand and Accessories) {Frankenstein}
746	Collectible Minifigures / Series  4 Minifigures	col053	Surfer Girl, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col058	Sailor, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col050	Kimono Girl, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col052	Punk Rocker, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col054	Viking, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures	col056old	Collectible Minifigure
746	Collectible Minifigures / Series  4 Minifigures	col057	Street Skater, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col061	Hazmat Guy, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col051	Musketeer, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col060	Werewolf, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col062	Artist, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col064	Crazy Scientist, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col059	Soccer Player, Series 4 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Series  4 Minifigures	col049	Lawn Gnome, Series 4 (Minifigure Only without Stand and Accessories)
757	Pharaoh's Quest	pha006	Mac McCloud - Aviator Cap
757	Pharaoh's Quest	pha008	Anubis Guard
67	Town	pln167	Plain Blue Torso with Blue Arms, Tan Legs, Red Short Bill Cap, Backpack
67	Town / City / Police	cty0199	Police - City Suit with Blue Tie and Badge, Black Legs, White Short Bill Cap, Crooked Smile
67	Town / City / Police	cty0027a	Police - City Leather Jacket with Gold Badge and 'POLICE' on Back, White Helmet, Trans-Brown Visor, Silver Sunglasses
67	Town / City / Police	cty0200	Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Smirk and Stubble Beard
67	Town / City / Police	cty0201	Police - Jail Prisoner Jacket over Prison Stripes, Dark Bluish Gray Legs, Dark Bluish Gray Knit Cap, Gold Tooth, Backpack
733	Atlantis	atl014	Atlantis Diver 6 - Jeff Fisher - With Yellow Flippers and Trans-Yellow Visor
733	Atlantis	atl015	Atlantis Barracuda Guardian
757	Pharaoh's Quest	pha009	Jake Raines
757	Pharaoh's Quest	pha010	Helena Tova Skvalling
757	Pharaoh's Quest	pha011	Mummy Warrior 2
733	Atlantis	atl016	Atlantis Diver 1 - Axel - With Yellow Flippers and Trans-Yellow Visor
733	Atlantis	atl017	Atlantis Hammerhead Warrior
67	Town / City	cty0202	Overalls Blue over V-Neck Shirt, Blue Legs, Red Short Bill Cap
67	Town / City	cty0142a	Red Jacket with Zipper Pockets and Classic Space Logo, Dark Blue Legs, Red Short Bill Cap
757	Pharaoh's Quest	pha007	Amset-Ra
67	Town / City / Police	cty0204	Police - City Suit with Blue Tie and Badge, Black Legs, White Short Bill Cap, Smirk and Stubble Beard
67	Town / City / Police	cty0203	Police - Jail Prisoner 50380 Prison Stripes, Dark Bluish Gray Legs, Dark Bluish Gray Knit Cap, Gold Tooth, Backpack
67	Town / City / Police	cty0205	Police - City Suit with Blue Tie and Badge, Black Legs, Vertical Cheek Lines, White Hat, Life Jacket
67	Town / City / Police	cty0206	Police - Jail Prisoner Jacket over Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Gold Tooth
67	Town / City / Police	cty0207	Police - City Leather Jacket with Gold Badge and 'POLICE' on Back, White Short Bill Cap, Life Jacket
67	Town / City / Police	cty0208	Police - Jail Prisoner Jacket over Prison Stripes, Dark Bluish Gray Legs, Black Knit Cap, Missing Tooth
67	Town / City / Police	cty0210	Police - City Suit with Blue Tie and Badge, Black Legs, White Short Bill Cap, Open Grin
67	Town / City / Police	cty0211	Police - City Suit with Blue Tie and Badge, Black Legs, Black Bob Cut Hair
67	Town / City / Police	cty0212	Police - City Shirt with Dark Blue Tie and Gold Badge, Black Legs, Dark Orange Short Tousled Hair
67	Town / City / Police	cty0209	Police - City Suit with Blue Tie and Badge, Black Legs, White Hat, Brown Beard Rounded
733	Atlantis	atl018	Atlantis Diver 4 - Lance Spears - With Yellow Flippers and Trans-Yellow Visor
9	Castle / Kingdoms	cas475	Kingdoms - Lion Knight Scale Mail with Chest Strap and Belt, Helmet with Neck Protector, Stubble Smile (Dual Sided Head)
67	Town	twn126	Yellow Flowers - Reddish Brown Ponytail Hair, Orange Legs
67	Town	twn127	Surfboard on Ocean - Blue Legs, Black Male Hair Wavy
67	Town / City	ovr040	Overalls Green with Pocket, Green Legs, Blue Cap, Thin Grin with Teeth
67	Town / City	cty0213	Overalls with Tools in Pocket Blue, Blue Cap, Standard Grin
78	FreeStyle	fre005	Surfboard on Ocean - Blue Legs, Black Hair Male, Moustache
67	Town / City	cty0215	Overalls with Safety Stripe Orange, Orange Legs, Dark Brown Tousled Hair, Open Grin and Freckles
67	Town / City / Airport	air046	Airport - Blue 3 Button Jacket and Tie, Blue Hat, Blue Legs (Undetermined Eyebrows)
473	Sports / Soccer	soc011s01	Soccer Player - Danish Goalie, Danish Flag Torso Sticker on Front, White Number Sticker on Back (1, 18 or 22, specify number in listing)
473	Sports / Soccer	soc018s01	Soccer Player - Danish Player 1, Danish Flag Torso Sticker on Front, Black Number Sticker on Back (specify number in listing)
473	Sports / Soccer	soc024s01	Soccer Player - Danish Player 2, Danish Flag Torso Sticker on Front, Black Number Sticker on Back (specify number in listing)
473	Sports / Soccer	soc030s01	Soccer Player - Danish Player 3, Danish Flag Torso Sticker on Front, Black Number Sticker on Back (specify number in listing)
473	Sports / Soccer	soc036s01	Soccer Player - Danish Player 4, Danish Flag Torso Sticker on Front, Black Number Sticker on Back (specify number in listing)
473	Sports / Soccer	soc040s01	Soccer Player - Danish Player 5, Danish Flag Torso Sticker on Front, Black Number Sticker on Back (specify number in listing)
473	Sports / Soccer	soc018s02	Soccer Player - Belgian Player 1, Belgian Flag Torso Sticker on Front, Black Number Sticker on Back (specify number in listing)
473	Sports / Soccer	soc024s02	Soccer Player - Belgian Player 2, Belgian Flag Torso Sticker on Front, Black Number Sticker on Back (specify number in listing)
